,you_you,you_the,you_it,you_that,you_a,you_what,you_i,you_do,you_and,you_to,you_in,you_there,you_this,you_on,you_go,you_your,you_see,you_look,you_put,you_like,you_gonna,you_where,you_get,you_have,you_wanna,you_up,you_with,you_for,you_me,you_mommy,you_at,you_say,you_all,you_some,you_how,you_out,you_be,you_so,you_down,you_my,you_play,you_make,you_eat,you_her,you_about,you_take,you_them,you_more,you_him,you_those,you_have_to,you_sit,you_try,you_give,you_read,you_help,you_talk,you_any,you_infname,you_one,you_come,you_want,you_know,you_tell,you_something,you_em,you_.,the_you,the_the,the_that,the_i,the_is,the_do,the_and,the_to,the_in,the_on,the_go,the_are,the_of,the_up,the_with,the_for,the_say,the_now,the_was,the_out,the_back,the_off,the_infname,the_one,the_right,the_thing,the_way,the_.,it_you,it_the,it_it,it_that,it_a,it_and,it_to,it_in,it_there,it_on,it_go,it_here,it_your,it_like,it_of,it_up,it_for,it_me,it_mommy,it_little,it_be,it_infname,it_.,that_you,that_the,that_it,that_that,that_a,that_i,that_is,that_to,that_in,that_there,that_on,that_go,that_your,that_like,that_of,that_good,that_little,that_be,that_big,that_nice,that_infname,that_.,a_that,a_a,a_is,a_and,a_to,a_in,a_on,a_of,a_with,a_for,a_say,a_too,a_boy,a_time,a_girl,a_one,a_or,a_bit,a_idea,a_.,what_you,what_the,what_it,what_that,what_a,what_what,what_i,what_is,what_do,what_to,what_there,what_this,what_we,what_here,what_he,what_are,what_gonna,what_of,what_did,what_they,what_say,what_she,what_those,what_these,what_infname,what_one,what_name,what_got,what_matter,what_.,i_you,i_the,i_it,i_that,i_a,i_what,i_i,i_do,i_to,i_this,i_we,i_your,i_he,i_see,i_put,i_like,i_gonna,i_get,i_have,i_they,i_think,i_not,i_some,i_so,i_my,i_want,i_know,i_just,i_sorry,i_.,is_the,is_a,is_what,is_in,is_your,is_gonna,is_good,is_infname,is_.,do_the,do_do,do_see,do_like,do_have,do_wanna,do_think,do_say,do_need,do_want,do_know,do_remember,do_.,and_you,and_the,and_it,and_that,and_a,and_what,and_i,and_is,and_and,and_this,and_we,and_your,and_can,and_are,and_did,and_was,and_else,and_.,to_you,to_the,to_it,to_that,to_a,to_and,to_to,to_in,to_this,to_on,to_your,to_up,to_with,to_.,in_little,in_car,in_house,in_water,in_box,in_chair,in_mouth,in_.,there_the,there_a,there_is,there_go,there_.,this_the,this_a,this_is,this_here,this_.,we_the,we_it,we_that,we_a,we_do,we_to,we_in,we_this,we_go,we_put,we_gonna,we_get,we_have,we_with,we_some,we_play,we_make,we_.,on_of,on_head,on_table,on_floor,on_.,go_the,go_it,go_that,go_a,go_and,go_to,go_in,go_there,go_this,go_here,go_your,go_.,here_you,here_the,here_is,here_go,here_come,here_.,your_is,your_and,your_in,your_on,your_.,can_you,can_the,can_it,can_that,can_a,can_do,can_see,can_put,can_get,can_have,can_with,can_say,can_make,can_find,can_tell,can_.,he_the,he_it,he_a,he_to,he_in,he_on,he_his,he_.,are_the,are_do,are_go,are_gonna,are_.,no_can,no_no,no_don't,no_not,no_.,see_you,see_the,see_it,see_in,see_we,see_.,don't_you,don't_the,don't_it,don't_that,don't_a,don't_what,don't_if,don't_any,don't_.,look_you,look_the,look_it,look_that,look_a,look_this,look_all,look_.,put_the,put_in,put_on,put_down,put_back,put_away,put_one,put_.,like_to,like_.,gonna_you,gonna_the,gonna_it,gonna_that,gonna_a,gonna_to,gonna_in,gonna_this,gonna_on,gonna_your,gonna_with,gonna_.,of_is,of_.,did_do,did_go,did_see,did_get,did_have,did_say,did_.,where_you,where_the,where_it,where_we,where_go,where_he,where_they,where_.,get_the,get_of,get_out,get_.,have_.,wanna_the,wanna_it,wanna_that,wanna_a,wanna_to,wanna_in,wanna_this,wanna_on,wanna_your,wanna_with,wanna_at,wanna_.,up_the,up_up,up_.,with_.,for_to,for_.,they_the,they_a,they_to,they_in,they_.,me_you,me_the,me_it,me_.,mommy_you,mommy_the,mommy_it,mommy_.,good_.,think_a,think_is,think_.,at_.,say_.,she_the,she_a,she_to,she_.,little_.,not_the,not_to,not_.,now_you,now_.,all_the,all_.,some_.,does_go,does_look,does_have,does_.,how_you,how_that,how_do,how_this,how_.,was_.,out_the,out_.,who_you,who_the,who_that,who_is,who_.,be_to,be_.,so_can,so_.,am_gonna,am_get,am_.,down_the,down_.,baby_.,my_.,yes_.,play_the,play_.,make_.,back_the,back_.,eat_.,his_.,over_.,too_.,her_.,about_one,about_.,big_.,take_out,take_off,take_.,daddy_.,if_can,if_want,them_the,them_.,more_.,him_.,book_.,would_like,then_can,why_you,why_.,those_.,have_to_the,have_to_it,have_to_.,an_.,off_.,these_.,sit_the,sit_.,need_.,thank_you_.,other_.,try_.,give_a,give_to,nice_.,ball_.,car_.,were_.,read_book,read_.,another_.,bye_.,hand_.,call_.,help_.,hi_.,open_.,find_.,hold_.,wait_minute,water_.,pretty_.,push_.,show_.,toy_.,red_.,any_.,watch_.,kitty_.,cookie_.,blue_.,hello_.,which_.,throw_.,love_.,drink_.,green_.,pick_up,bunny_.,by_.,new_.,our_.,school_.,clean_.,hear_.,stay_.,fall_.,stop_.,yellow_.,fix_.,their_.,orange_.,stand_.,long_.,tape_.,next_.,last_.,potato_.,infname_you,infname_the,infname_it,infname_a,infname_infname,infname_.,oh_you,oh_the,oh_it,oh_that,oh_a,oh_i,oh_is,oh_see,oh_don't,oh_gonna,oh_at,oh_goodness,oh_gosh,oh_.,okay_you,okay_.,yeah_a,yeah_.,one_you,one_the,one_three,one_.,right_the,right_.,let_the,let_it,let_what,let_this,let_see,let_get,let_if,let_.,come_and,come_here,come_.,want_to,want_more,want_.,know_you,know_it,know_that,know_i,know_to,know_this,know_.,just_the,just_it,just_.,name_.,got_.,very_.,or_you,or_.,two_.,else_you,tell_what,tell_about,tell_.,thing_.,should_put,turn_page,turn_.,something_.,way_.,mm_.,said_.,em_.,really_.,hey_.,uh_.,ah_.,from_.,went_the,three_.,still_.,as_as,funny_.,silly_.,o_.,da_.,feel_.,mister_.,fell_.,different_.,real_.,._you,._the,._it,._that,._a,._what,._i,._is,._do,._and,._to,._in,._there,._this,._we,._on,._go,._here,._your,._can,._he,._are,._no,._see,._don't,._look,._put,._like,._gonna,._of,._did,._where,._get,._have,._wanna,._up,._with,._for,._they,._me,._mommy,._good,._think,._at,._say,._she,._little,._not,._now,._all,._some,._does,._how,._was,._out,._who,._be,._so,._am,._down,._baby,._my,._yes,._play,._make,._back,._eat,._his,._over,._too,._her,._about,._big,._but,._take,._daddy,._if,._them,._more,._him,._book,._would,._then,._why,._those,._have_to,._when,._an,._these,._sit,._need,._thank_you,._other,._boy,._try,._give,._nice,._were,._could,._time,._read,._another,._bye,._will,._call,._help,._hi,._girl,._open,._bear,._hold,._wait,._pretty,._push,._show,._bird,._red,._kitty,._gotta,._cat,._better,._throw,._love,._careful,._touch,._infname,._oh,._okay,._yeah,._one,._right,._let,._come,._want,._know,._just,._well,._huh,._name,._hm,._got,._very,._two,._alright,._else,._tell,._has,._should,._honey,._turn,._way,._said,._kind,._color,._em,._really,._maybe,._had,._happen,._ready,._use,._went,._sure,._mean,._done,._sweetie,._still,._silly,._many,._might,._wo,._da,._made,._saw,._job,._thought,._fell,._guess,._must,._ahead,._.,OTHER,word
0,42,0,0,0,7,1,0,17,1,1,1,0,0,2,4,0,5,4,7,7,14,0,8,9,13,0,0,0,0,0,0,1,1,0,0,0,2,5,0,1,2,2,2,0,0,2,0,1,0,0,7,0,3,2,2,2,2,0,1,0,1,11,30,0,1,0,30,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,0,0,3,4,0,0,0,0,3,0,0,3,0,0,0,1,0,1,2,2,25,12,1,0,6,5,1,1,0,2,0,1,7,1,88,0,0,0,6,0,0,3,84,2,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,24,4,0,0,0,1,8,0,0,1241,1,0,0,0,1,0,51,322,0,211,0,250,0,0,0,1,0,1,228,0,26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,1,0,2,0,0,0,0,0,1,0,0,10,0,745,1917,1400,1242,4800,3566,519,580,3882,2578,1314,516,8,7,0,0,15,4,1,0,20,0,2,0,449,30,36,5,0,35,7,2,3,6,3,28,8,19,6,14,0,0,2,1062,0,0,0,0,0,2,6,15,0,1,0,3127,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,0,0,315,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,998,5,21,0,0,0,0,0,3,0,0,1,1,670,386,1255,742,21,0,1872,404,483,579,213,0,0,0,0,0,0,0,0,62,2106,448,3458,1148,434,1,354,124,8,7,2,0,69,2,503,6,0,1,1,2,0,0,0,848,0,0,0,0,1,0,1,3,0,94,19,39,6,0,0,6,56,128,0,0,0,0,0,0,0,0,0,0,0,0,0,239,1044,440,825,594,497,439,553,0,0,0,0,949,0,0,8,26,0,22,526,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,656,286,2028,0,0,0,0,0,1,0,0,2,0,0,0,0,0,35,0,9,266,3,0,0,0,0,2,0,0,22,2,7,0,1,0,0,0,1,0,1,1,184,0,15,15,0,0,0,0,0,0,7,0,2,453,12,0,0,1,0,1,1,0,6,0,0,6,0,0,25,0,40,0,0,0,68,1,32,3,32,1,452,487,0,0,0,0,0,3457,389,2,9,0,0,0,0,3,6,0,1,0,5,0,0,0,406,7,1,1,0,80,2,4,1,0,0,49,643,7,0,14,61,0,0,0,41,322,1,1,1,56,0,0,0,0,0,23,506,0,0,192,0,18,0,0,0,5,173,0,0,1,0,14,0,0,0,2,3,0,0,1,3,0,0,13,1,8,9,7,2,0,41,2,0,29,159,438,2,0,0,40,2,2,10,11,1,0,0,2,0,1,0,0,0,0,7,13,0,9,3,0,1,723,1,14,2,0,0,1,0,0,22,0,0,7,0,357,0,0,7,0,0,151,58,135,0,4,0,0,1,1,1,3,0,0,64,0,0,105,0,0,0,0,0,0,18,0,3,0,0,0,0,178,105,16,33,713,156,26,5,1281,120,9,65,8,4,9,33,452,2,10,4421,12,918,9,919,3163,380,813,1937,3536,0,1509,6,664,1579,6947,21,5,0,9,3,17,43,892,7,285,3,56,797,5,231,1,1,2,25,3,2,304,318,1,5,13,78,1,239,347,9,253,2,5,130,2,17,23,11,248,9,2,0,3,0,0,148,1,2,3,1358,1,26,0,261,742,0,1,0,306,167,6,547,514,0,114,1,0,76,47,81,0,3,79,0,137,35,46,113,97,0,0,0,662,0,330,55,167,1,12,43,5,318,3,12,503,35,129,4949,3378,859,5,1,7,0,1814,113,22,59,0,284,0,184,0,127,5,147,37,42,0,151,0,319,0,348,116,132,258,365,125,4,158,273,0,123,100,0,180,150,0,31,90,7,154,0,520,105374,you
1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,12,0,1,1,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0,10,7,0,2,8,2,4,0,8,2,4,0,0,1,0,1,0,0,1,77,5,61,0,37,2,10,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,109,0,622,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,6,14,40,1,1,0,0,0,0,0,0,0,0,0,0,10,1,8,0,1,1,4,3,1,12,0,2,0,3,0,0,0,0,32,5,5,0,0,0,0,4,0,0,0,0,0,0,55,77,561,432,534,1078,348,61,156,0,2,1,0,9,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,662,1320,110,1,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,0,0,0,10,0,1,0,0,1,0,4,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,3,0,8,0,6,56,2,7,0,0,0,0,0,0,0,0,0,0,0,4,0,38,0,0,0,0,0,0,2,3,8,1,0,1,0,0,55,5,1,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,39,0,24,0,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,1,86,6,0,0,0,0,0,0,0,4,0,0,6,20,0,3,0,0,9,0,0,0,0,0,4,1,4,0,0,0,0,2,0,4,0,4,0,0,0,2,4,0,0,0,1,6,8,0,0,4,0,7,0,0,12,14,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,4,0,0,0,0,0,0,279,5,1,0,0,5,0,0,3,7,1,0,0,0,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,1,0,0,4,0,1,3,0,5,0,0,4,0,0,0,0,0,0,0,489,3,0,0,0,4,0,1,0,1,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0,4,30,1,2,2,72,4,0,0,1,1,0,0,1,0,0,1,0,0,2,1,0,1,1,0,3,1,1,0,3,1,2,0,0,0,0,1,0,2,0,78,13,1,0,0,0,301,3,0,2,0,0,0,0,0,0,0,0,0,0,336,0,0,1,1,7,0,1,0,0,0,0,154,1,0,25,0,0,5,0,45,0,1,0,0,0,1,0,0,0,0,0,257,77,0,0,5,0,0,1,1,0,0,1,0,0,0,37,1,94,0,0,7,0,7,67,76,101,0,126,1,0,0,0,0,29,1,1,2,147,7,1,2,1,0,0,0,0,9,0,0,37,22,0,0,0,0,0,1,0,21,0,6,12,0,1,0,0,0,0,1,0,0,6,0,3,0,3,1,1,1,1,0,1,0,0,0,0,0,0,244,145296,the
2,1,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,24,0,0,3,0,4,4,2,4,3,0,1,3,0,1,0,3,1,12,6,4,2,15,16,2,13,1,3,6,2,2,0,4,0,5,0,6,0,0,4,579,0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5,8,4,1,357,54,0,1,0,0,0,0,0,23,0,2,0,109,0,0,0,0,0,12,10,0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,61,415,16,92,15,70,272,126,4194,31,8,3,81,0,1,0,1,0,0,0,0,2210,1,6,5,0,32,2,0,17,3,0,0,1,9,0,4,94,0,6,0,0,1,1,1,10,2,5,0,1,1,0,1,234,2,0,0,0,0,0,3,943,2,7,1001,232,2,0,5,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1199,0,0,0,3,0,0,1,0,0,0,1,3,0,4,520,69,213,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,340,5,5,6,7,26,1,770,0,0,0,0,0,0,0,0,18,18,42,12,67,31,52,29,566,5,1761,1425,250,872,254,4,269,12,712,0,0,0,0,0,0,0,0,1,0,0,0,18,445,13,181,1,42,15,5,683,0,0,2,0,431,0,0,4,2,0,214,1340,385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,891,31,246,0,0,0,0,0,0,0,0,2,0,0,0,0,0,240,163,16,259,194,0,0,0,0,0,0,0,17,0,8,0,1,0,260,207,67,657,0,0,5,0,2,356,0,0,0,0,1,45,3,0,12,32,3,0,0,0,2,6,1,0,1,0,33,136,0,0,651,0,66,1,0,0,351,0,277,365,158,0,4,0,0,0,0,1,0,1,3,0,1,0,0,0,0,1,5,0,0,0,59,0,0,329,79,530,0,0,0,1,0,278,0,0,2,52,9,0,603,352,340,0,1,0,226,21,0,0,0,56,0,0,0,0,0,258,81,160,0,282,0,6,0,0,0,40,136,1,0,193,0,541,0,0,5,0,9,0,0,0,2,1,0,9,0,20,3,23,1,4,153,0,55,0,2,27,2,0,0,2,0,0,168,5,0,2,0,0,5,0,0,0,0,0,0,3,0,5,0,0,0,171,0,381,2,3,0,3,0,1,141,0,0,2,5,789,0,1,0,1,0,0,0,11,0,0,0,317,0,0,0,20,0,0,0,1,1,13,0,0,0,0,0,0,3,0,52,0,0,0,0,17,352,58,17,3185,72,7,858,11,1,25,183,14,20,0,171,392,12,165,82,1,1,24,2,28,550,6,226,270,0,139,7,124,4,0,27,0,189,2,16,26,179,0,19,307,2,13,1180,4,205,5,647,4,850,12,0,87,146,0,12,12,31,0,5,132,13,8,24,97,227,23,54,28,1,37,33,2,0,17,1,1,71,0,1,0,1,3,144,0,4,39,0,0,0,2,1,67,0,63,145,2,31,1,79,217,17,0,0,48,1,5,3,100,1,7,0,39,1,19,2,16,1,1,0,0,104,2,492,3,22,203,1,97,2,0,419,1,0,3,1,148,193,12,142,0,6,261,24,0,40,12,7,149,1,0,116,0,39,11,18,10,80,107,43,7,0,83,8,1,133,131,1,33,1,0,1,102,0,82,0,77,62323,it
3,7,5,4,1,13,10,1,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,73,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,1,16,8,12,1,10,1,0,1,1,0,0,0,2,0,0,0,1,0,1,1,0,2,69,20,25,5,10,39,0,10,1,1,0,2,6,6,2,0,3,6,0,4,1,4,22,0,32,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,19,5,3,15,50,42,8,729,24,1,5,1,0,2,4,0,5,0,0,0,53,4,1,0,140,237,1,0,0,5650,0,1,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,667,1795,774,41,380,35,332,268,4106,3,5,0,3,2,0,0,0,0,0,0,1,1875,11,127,22,7,175,21,6,40,6,0,6,14,2,0,0,42,0,39,1,1,0,1,0,1,0,1,0,0,0,0,3,58,32,17,24,11,106,52,3,71,10,7,0,7,6,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,229,2,1,1,5,0,0,0,0,1,0,1,1,13,3,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,336,15,12,15,5,2,0,320,0,0,0,0,0,0,0,0,2,1,2,0,1,8,0,0,3,0,317,200,53,147,45,218,48,11,2359,0,0,0,0,0,0,0,0,0,0,0,1,6,270,1,10,0,8,1,5,130,0,1,0,0,66,0,0,30,2,1,69,136,196,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,597,3,129,0,0,0,0,0,20,0,1,39,0,2,0,3,1,236,130,39,891,293,0,0,0,0,0,3,0,23,55,2,1,67,0,161,282,6,43,0,2,1,0,290,248,2,3,2,1,6,91,1759,0,3,1,6,0,0,0,0,1,1,0,3,0,22,29,4,0,140,0,6,0,15,61,503,0,60,80,45,4,1,0,0,0,0,11,2,0,0,0,3,0,0,0,0,1,8,0,0,0,40,0,0,90,1,93,0,0,1,0,70,58,0,0,0,56,0,0,72,26,44,0,0,0,30,1,1,0,0,9,0,0,0,0,0,23,17,26,0,47,0,9,1,0,0,3,95,0,0,40,0,45,0,0,1,0,4,0,0,0,22,9,3,23,3,5,2,123,7,14,361,3,42,0,0,9,0,0,0,19,2,3,261,10,57,7,0,11,25,1,0,0,0,0,0,1,0,0,0,0,1,22,0,151,42,9,12,11,0,4,357,0,3,3,0,15,0,0,2,2,6,0,0,4,3,0,5,32,3,0,0,51,1,0,0,1,2,17,0,0,0,0,0,1,15,1,11,0,0,0,0,139,2280,473,134,6603,961,31,839,8,3,56,26,9,18,29,19,194,1,665,37,15,10,37,2,15,438,0,104,77,1,26,286,9,0,1,8,1,243,13,20,210,641,0,8,89,11,82,1328,3,310,25,196,201,1191,5,22,117,95,0,3,114,203,0,4,119,4,2,268,6,107,100,23,57,0,4,153,6,0,20,7,36,241,0,227,3,0,38,336,1,0,6,1,9,13,1,3,183,2,47,1,0,155,0,53,151,13,3,7,7,17,9,0,293,1,3,15,60,31,5,9,102,0,3,0,0,451,10,313,5,788,4069,2,13,1,0,181,2,0,17,0,14,262,24,124,1,6,39,13,3,3,100,1,120,11,0,90,5,3,10,0,4,10,22,134,0,0,21,88,2,52,26,5,8,0,1,0,6,0,64,0,331,53668,that
4,3,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,23,0,2,2,1,2,1,5,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,37,0,1,14,0,6,0,1,0,2,0,2,0,0,1,0,0,1,0,20,551,0,23,75,13,2,1,34,15,5,2,0,0,0,0,0,0,2,0,1034,412,0,360,290,31,113,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,2,0,1,0,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,112,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,9,0,0,0,109,9,81,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,3,3,1,1,2,0,0,0,1,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,10,340,47,25,0,46,41,1,31,0,7,0,0,33,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,2,1,1,0,0,0,0,0,0,10,1,39,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,2,0,2,0,0,1,0,0,5,2,0,0,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,53,0,8,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,2,6,0,0,0,2,8,0,0,9,0,0,0,3,0,0,0,0,2,1,0,0,0,0,27,0,1,0,0,0,0,0,0,23,0,1,6,13,4,0,0,0,1,0,0,2,32,0,0,2,0,0,0,1,0,13,2,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,58,0,0,1,0,15,0,0,0,0,0,0,0,0,1,301,2,4,0,0,22,0,0,0,8,1,1038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,3,10,0,13,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,15,2,1,2,27,249,1,19,2,5,1,0,2,1,1,0,1,0,0,5,0,0,11,0,0,4,0,1,0,0,0,0,1,1,0,0,0,8,0,0,16,33,1,0,0,0,534,0,0,1,0,0,0,0,1,4,1,1,0,1,134,1,0,3,2,2,0,0,0,1,0,0,240,0,0,9,0,0,0,0,95,0,0,0,1,0,0,0,0,1,0,0,1,39,0,0,44,0,0,1,0,0,1,0,0,1,0,32,0,58,1,1,10,2,0,60,98,43,0,44,6,0,0,0,0,24,2,0,2,25,2,1,0,0,1,1,0,1,1,0,0,32,12,0,0,0,0,0,0,0,0,0,5,1,0,2,1,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,11,3,0,0,0,0,0,222,96124,a
